id,gen,sp,ssp,group,en,rec,cnt,loc,lat,lng,alt,type,sex,stage,method,url,file,file-name,sono,osci,lic,q,length,time,date,uploaded,also,rmk,bird-seen,animal-seen,playback-used,temp,regnr,auto,dvc,mic,smp
156751,Cercococcyx,mechowi,,birds,Dusky Long-tailed Cuckoo,Bram Piot,Uganda,Mabira Forest Pond,0.411,33.048,1200,song,,,field recording,//xeno-canto.org/156751,https://xeno-canto.org/156751/download,XC156751-DuskyLongtailedCuckoo_Mabira_20131201_091228_edited.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/RGSEIIJGHA/ffts/XC156751-small.png', 'med': '//xeno-canto.org/sounds/uploaded/RGSEIIJGHA/ffts/XC156751-med.png', 'large': '//xeno-canto.org/sounds/uploaded/RGSEIIJGHA/ffts/XC156751-large.png', 'full': '//xeno-canto.org/sounds/uploaded/RGSEIIJGHA/ffts/XC156751-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/RGSEIIJGHA/wave/XC156751-small.png', 'med': '//xeno-canto.org/sounds/uploaded/RGSEIIJGHA/wave/XC156751-med.png', 'large': '//xeno-canto.org/sounds/uploaded/RGSEIIJGHA/wave/XC156751-large.png'}",//creativecommons.org/licenses/by-nc-sa/3.0/,B,0:31,09:00,2013-12-01,2013-12-05,"['Merops albicollis', 'Trachyphonus purpuratus', 'Pogoniulus subsulphureus']",,yes,yes,no,,,no,,,44100
137036,Cercococcyx,mechowi,,birds,Dusky Long-tailed Cuckoo,Josh Engel,Uganda,"Ngogo Research Camp, Kibale National Park, Kabarole, Western Region",0.501,30.4265,1400,song,,,field recording,//xeno-canto.org/137036,https://xeno-canto.org/137036/download,XC137036-Cercococcyx_mechowi_130305_42.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/AHACCPDBSA/ffts/XC137036-small.png', 'med': '//xeno-canto.org/sounds/uploaded/AHACCPDBSA/ffts/XC137036-med.png', 'large': '//xeno-canto.org/sounds/uploaded/AHACCPDBSA/ffts/XC137036-large.png', 'full': '//xeno-canto.org/sounds/uploaded/AHACCPDBSA/ffts/XC137036-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/AHACCPDBSA/wave/XC137036-small.png', 'med': '//xeno-canto.org/sounds/uploaded/AHACCPDBSA/wave/XC137036-med.png', 'large': '//xeno-canto.org/sounds/uploaded/AHACCPDBSA/wave/XC137036-large.png'}",//creativecommons.org/licenses/by-nc-sa/3.0/,B,0:57,08:30,2013-03-05,2013-06-05,"['Illadopsis albipectus', 'Gymnobucco bonapartei', 'Oriolus brachyrynchus', 'Bleda syndactylus']",,no,no,no,,,no,,,48000
312502,Cercococcyx,mechowi,,birds,Dusky Long-tailed Cuckoo,Martin St-Michel,Uganda,"Buhoma, Bwindi Impenetrable Forest",-0.989,29.616,1500,call,,,field recording,//xeno-canto.org/312502,https://xeno-canto.org/312502/download,XC312502-Buhoma-2015-03-01-07h16 LS114420.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/WOPIRNCCSX/ffts/XC312502-small.png', 'med': '//xeno-canto.org/sounds/uploaded/WOPIRNCCSX/ffts/XC312502-med.png', 'large': '//xeno-canto.org/sounds/uploaded/WOPIRNCCSX/ffts/XC312502-large.png', 'full': '//xeno-canto.org/sounds/uploaded/WOPIRNCCSX/ffts/XC312502-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/WOPIRNCCSX/wave/XC312502-small.png', 'med': '//xeno-canto.org/sounds/uploaded/WOPIRNCCSX/wave/XC312502-med.png', 'large': '//xeno-canto.org/sounds/uploaded/WOPIRNCCSX/wave/XC312502-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,C,0:08,07:16,2015-03-01,2016-04-16,[],"Habitat: garden, secondary evergreen forest.",no,no,no,,,no,,,44100
303070,Cercococcyx,mechowi,,birds,Dusky Long-tailed Cuckoo,Sergey Dereliev,Uganda,"Kinkiizi, Kanungu, Western Region",-0.9874,29.6171,1500,song,,,field recording,//xeno-canto.org/303070,https://xeno-canto.org/303070/download,XC303070-Dusky Long-tailed Cuckoo_Cercococcyx mechowi_2 birds_SONG_Bwindi_Uganda_16Jul2015_copyright Sergey Dereliev.MP3,"{'small': '//xeno-canto.org/sounds/uploaded/KYDCMCIDHF/ffts/XC303070-small.png', 'med': '//xeno-canto.org/sounds/uploaded/KYDCMCIDHF/ffts/XC303070-med.png', 'large': '//xeno-canto.org/sounds/uploaded/KYDCMCIDHF/ffts/XC303070-large.png', 'full': '//xeno-canto.org/sounds/uploaded/KYDCMCIDHF/ffts/XC303070-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/KYDCMCIDHF/wave/XC303070-small.png', 'med': '//xeno-canto.org/sounds/uploaded/KYDCMCIDHF/wave/XC303070-med.png', 'large': '//xeno-canto.org/sounds/uploaded/KYDCMCIDHF/wave/XC303070-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,C,0:41,18:26,2015-07-16,2016-02-11,[],"Two birds, duet.",yes,yes,no,,,no,Sony ICD-SX1000,,44100
303069,Cercococcyx,mechowi,,birds,Dusky Long-tailed Cuckoo,Sergey Dereliev,Uganda,"Kinkiizi, Kanungu, Western Region",-0.9874,29.617,1500,song,,,field recording,//xeno-canto.org/303069,https://xeno-canto.org/303069/download,XC303069-Dusky Long-tailed Cuckoo_Cercococcyx mechowi_SONG_Bwindi_Uganda_16Jul2015_copyright Sergey Dereliev.MP3,"{'small': '//xeno-canto.org/sounds/uploaded/KYDCMCIDHF/ffts/XC303069-small.png', 'med': '//xeno-canto.org/sounds/uploaded/KYDCMCIDHF/ffts/XC303069-med.png', 'large': '//xeno-canto.org/sounds/uploaded/KYDCMCIDHF/ffts/XC303069-large.png', 'full': '//xeno-canto.org/sounds/uploaded/KYDCMCIDHF/ffts/XC303069-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/KYDCMCIDHF/wave/XC303069-small.png', 'med': '//xeno-canto.org/sounds/uploaded/KYDCMCIDHF/wave/XC303069-med.png', 'large': '//xeno-canto.org/sounds/uploaded/KYDCMCIDHF/wave/XC303069-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,C,0:10,18:23,2015-07-16,2016-02-11,[],,yes,yes,no,,,no,Sony ICD-SX1000,,44100
292240,Cercococcyx,mechowi,,birds,Dusky Long-tailed Cuckoo,Martin St-Michel,Uganda,Budongo Forest,1.7158,31.5418,1100,"call, song",,,field recording,//xeno-canto.org/292240,https://xeno-canto.org/292240/download,XC292240-Budongo-2015-03-14-08h36 LS115259.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/WOPIRNCCSX/ffts/XC292240-small.png', 'med': '//xeno-canto.org/sounds/uploaded/WOPIRNCCSX/ffts/XC292240-med.png', 'large': '//xeno-canto.org/sounds/uploaded/WOPIRNCCSX/ffts/XC292240-large.png', 'full': '//xeno-canto.org/sounds/uploaded/WOPIRNCCSX/ffts/XC292240-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/WOPIRNCCSX/wave/XC292240-small.png', 'med': '//xeno-canto.org/sounds/uploaded/WOPIRNCCSX/wave/XC292240-med.png', 'large': '//xeno-canto.org/sounds/uploaded/WOPIRNCCSX/wave/XC292240-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,C,0:41,08:36,2015-03-14,2015-11-27,[],Habitat: secondary evergreen forest.,no,no,no,,,no,,,44100
287831,Cercococcyx,mechowi,,birds,Dusky Long-tailed Cuckoo,Martin St-Michel,Uganda,"Kirimia, Semuliki National Park, Bundibugyo, Western Region",0.8233,30.09,700,"call, song",,,field recording,//xeno-canto.org/287831,https://xeno-canto.org/287831/download,XC287831-Semuliki-2015-03-09-09h38 LS115048.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/WOPIRNCCSX/ffts/XC287831-small.png', 'med': '//xeno-canto.org/sounds/uploaded/WOPIRNCCSX/ffts/XC287831-med.png', 'large': '//xeno-canto.org/sounds/uploaded/WOPIRNCCSX/ffts/XC287831-large.png', 'full': '//xeno-canto.org/sounds/uploaded/WOPIRNCCSX/ffts/XC287831-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/WOPIRNCCSX/wave/XC287831-small.png', 'med': '//xeno-canto.org/sounds/uploaded/WOPIRNCCSX/wave/XC287831-med.png', 'large': '//xeno-canto.org/sounds/uploaded/WOPIRNCCSX/wave/XC287831-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,C,3:11,09:38,2015-03-09,2015-10-29,[],Habitat: primary evergreen forest.,no,no,no,,,no,,,44100
186102,Cercococcyx,mechowi,,birds,Dusky Long-tailed Cuckoo,Niall Perrins,Uganda,"Semuliki National Park, Bundibugyo, Western Region",0.8043,30.0946,700,call,,,field recording,//xeno-canto.org/186102,https://xeno-canto.org/186102/download,XC186102-VN550267-dusky-lt-cuckoo-yr-tinker-speck-tinker.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/LWQXRZHFCU/ffts/XC186102-small.png', 'med': '//xeno-canto.org/sounds/uploaded/LWQXRZHFCU/ffts/XC186102-med.png', 'large': '//xeno-canto.org/sounds/uploaded/LWQXRZHFCU/ffts/XC186102-large.png', 'full': '//xeno-canto.org/sounds/uploaded/LWQXRZHFCU/ffts/XC186102-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/LWQXRZHFCU/wave/XC186102-small.png', 'med': '//xeno-canto.org/sounds/uploaded/LWQXRZHFCU/wave/XC186102-med.png', 'large': '//xeno-canto.org/sounds/uploaded/LWQXRZHFCU/wave/XC186102-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,C,0:32,08:50,2010-07-06,2014-07-10,"['Pogoniulus scolopaceus', 'Pogoniulus bilineatus']",,yes,yes,no,,,no,,,44100
166386,Cercococcyx,mechowi,,birds,Dusky Long-tailed Cuckoo,Sander Bot,Uganda,Mabira Forest Pond,0.411,33.048,1200,song,,,field recording,//xeno-canto.org/166386,https://xeno-canto.org/166386/download,XC166386-DuskyLongTailedCuckoo31Jan2014MabiraForestUganda.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/HZKCNRIPRH/ffts/XC166386-small.png', 'med': '//xeno-canto.org/sounds/uploaded/HZKCNRIPRH/ffts/XC166386-med.png', 'large': '//xeno-canto.org/sounds/uploaded/HZKCNRIPRH/ffts/XC166386-large.png', 'full': '//xeno-canto.org/sounds/uploaded/HZKCNRIPRH/ffts/XC166386-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/HZKCNRIPRH/wave/XC166386-small.png', 'med': '//xeno-canto.org/sounds/uploaded/HZKCNRIPRH/wave/XC166386-med.png', 'large': '//xeno-canto.org/sounds/uploaded/HZKCNRIPRH/wave/XC166386-large.png'}",//creativecommons.org/licenses/by-nc-sa/3.0/,C,0:10,?,2014-01-31,2014-02-07,[],,no,no,no,,,no,,,44100
59080,Cercococcyx,mechowi,,birds,Dusky Long-tailed Cuckoo,Marcell Claassen,Uganda,"Buhoma2, Bwindi Impenetrable Forest",-0.997,29.616,1520,call,,,field recording,//xeno-canto.org/59080,https://xeno-canto.org/59080/download,DuskyLong-tailedCuckoo.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/AAIESTNDCJ/ffts/XC59080-small.png', 'med': '//xeno-canto.org/sounds/uploaded/AAIESTNDCJ/ffts/XC59080-med.png', 'large': '//xeno-canto.org/sounds/uploaded/AAIESTNDCJ/ffts/XC59080-large.png', 'full': '//xeno-canto.org/sounds/uploaded/AAIESTNDCJ/ffts/XC59080-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/AAIESTNDCJ/wave/XC59080-small.png', 'med': '//xeno-canto.org/sounds/uploaded/AAIESTNDCJ/wave/XC59080-med.png', 'large': '//xeno-canto.org/sounds/uploaded/AAIESTNDCJ/wave/XC59080-large.png'}",//creativecommons.org/licenses/by-nc-nd/2.5/,C,0:18,11:21,2010-06-14,2010-08-03,[],,unknown,unknown,unknown,,,no,,,44100
138905,Cercococcyx,mechowi,,birds,Dusky Long-tailed Cuckoo,Bram Piot,Uganda,"Mabira Forest Reserve (The Rain Forest Lodge), Buikwe district",0.3824,33.0169,1300,song,,,field recording,//xeno-canto.org/138905,https://xeno-canto.org/138905/download,XC138905-DuskyLongtailedCuckoo_Mabira_20130616_131908_edited.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/RGSEIIJGHA/ffts/XC138905-small.png', 'med': '//xeno-canto.org/sounds/uploaded/RGSEIIJGHA/ffts/XC138905-med.png', 'large': '//xeno-canto.org/sounds/uploaded/RGSEIIJGHA/ffts/XC138905-large.png', 'full': '//xeno-canto.org/sounds/uploaded/RGSEIIJGHA/ffts/XC138905-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/RGSEIIJGHA/wave/XC138905-small.png', 'med': '//xeno-canto.org/sounds/uploaded/RGSEIIJGHA/wave/XC138905-med.png', 'large': '//xeno-canto.org/sounds/uploaded/RGSEIIJGHA/wave/XC138905-large.png'}",//creativecommons.org/licenses/by-nc-sa/3.0/,D,0:07,13:30,2013-06-16,2013-06-18,[],,no,no,no,,,no,,,44100
739505,Cercococcyx,olivinus,,birds,Olive Long-tailed Cuckoo,Peter Boesman,Uganda,"Semuliki National Park, Bundibugyo, Western Region",0.8043,30.0946,,song,,,field recording,//xeno-canto.org/739505,https://xeno-canto.org/739505/download,XC739505-LS_50970 Olive Long-tailed Cuckoo song A.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC739505-small.png', 'med': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC739505-med.png', 'large': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC739505-large.png', 'full': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC739505-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/wave/XC739505-small.png', 'med': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/wave/XC739505-med.png', 'large': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/wave/XC739505-large.png'}",//creativecommons.org/licenses/by-nc-nd/4.0/,A,0:29,08:00,2022-06-21,2022-07-27,[],,unknown,unknown,unknown,,,no,,,48000
739504,Cercococcyx,olivinus,,birds,Olive Long-tailed Cuckoo,Peter Boesman,Uganda,"Semuliki National Park, Bundibugyo, Western Region",0.8043,30.0946,,"call, song, song and call",,,field recording,//xeno-canto.org/739504,https://xeno-canto.org/739504/download,XC739504-LS_50969 Olive Long-tailed Cuckoo long call and song A.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC739504-small.png', 'med': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC739504-med.png', 'large': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC739504-large.png', 'full': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC739504-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/wave/XC739504-small.png', 'med': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/wave/XC739504-med.png', 'large': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/wave/XC739504-large.png'}",//creativecommons.org/licenses/by-nc-nd/4.0/,A,1:15,08:00,2022-06-21,2022-07-27,[],Long call and song,unknown,unknown,unknown,,,no,,,48000
59081,Cercococcyx,olivinus,,birds,Olive Long-tailed Cuckoo,Marcell Claassen,Uganda,"Buhoma2, Bwindi Impenetrable Forest",-0.997,29.616,1520,call,,,field recording,//xeno-canto.org/59081,https://xeno-canto.org/59081/download,OliveLong-tailedCuckoo(Call1).mp3,"{'small': '//xeno-canto.org/sounds/uploaded/AAIESTNDCJ/ffts/XC59081-small.png', 'med': '//xeno-canto.org/sounds/uploaded/AAIESTNDCJ/ffts/XC59081-med.png', 'large': '//xeno-canto.org/sounds/uploaded/AAIESTNDCJ/ffts/XC59081-large.png', 'full': '//xeno-canto.org/sounds/uploaded/AAIESTNDCJ/ffts/XC59081-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/AAIESTNDCJ/wave/XC59081-small.png', 'med': '//xeno-canto.org/sounds/uploaded/AAIESTNDCJ/wave/XC59081-med.png', 'large': '//xeno-canto.org/sounds/uploaded/AAIESTNDCJ/wave/XC59081-large.png'}",//creativecommons.org/licenses/by-nc-nd/2.5/,A,0:18,16:57,2010-06-14,2010-08-03,[],1st type of call of two (series of drawn out single notes accelerating to a warbled version of each note),unknown,unknown,unknown,,,no,,,44100
59082,Cercococcyx,olivinus,,birds,Olive Long-tailed Cuckoo,Marcell Claassen,Uganda,"Buhoma2, Bwindi Impenetrable Forest",-0.997,29.616,1520,call,,,field recording,//xeno-canto.org/59082,https://xeno-canto.org/59082/download,OliveLong-tailedCuckoo(call2).mp3,"{'small': '//xeno-canto.org/sounds/uploaded/AAIESTNDCJ/ffts/XC59082-small.png', 'med': '//xeno-canto.org/sounds/uploaded/AAIESTNDCJ/ffts/XC59082-med.png', 'large': '//xeno-canto.org/sounds/uploaded/AAIESTNDCJ/ffts/XC59082-large.png', 'full': '//xeno-canto.org/sounds/uploaded/AAIESTNDCJ/ffts/XC59082-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/AAIESTNDCJ/wave/XC59082-small.png', 'med': '//xeno-canto.org/sounds/uploaded/AAIESTNDCJ/wave/XC59082-med.png', 'large': '//xeno-canto.org/sounds/uploaded/AAIESTNDCJ/wave/XC59082-large.png'}",//creativecommons.org/licenses/by-nc-nd/2.5/,B,0:22,17:05,2010-06-14,2010-08-03,[],2nd type of call of two (series of 3 notes with each set sounding a little like red-chested cuckoo),unknown,unknown,unknown,,,no,,,44100
246558,Cercococcyx,olivinus,,birds,Olive Long-tailed Cuckoo,Martin St-Michel,Uganda,"Buhoma, Bwindi Impenetrable Forest",-0.989,29.616,1500,call,,,field recording,//xeno-canto.org/246558,https://xeno-canto.org/246558/download,XC246558-Cercococcyx olivinus (Buhoma-2015-03-01-11h20) LS114471.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/WOPIRNCCSX/ffts/XC246558-small.png', 'med': '//xeno-canto.org/sounds/uploaded/WOPIRNCCSX/ffts/XC246558-med.png', 'large': '//xeno-canto.org/sounds/uploaded/WOPIRNCCSX/ffts/XC246558-large.png', 'full': '//xeno-canto.org/sounds/uploaded/WOPIRNCCSX/ffts/XC246558-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/WOPIRNCCSX/wave/XC246558-small.png', 'med': '//xeno-canto.org/sounds/uploaded/WOPIRNCCSX/wave/XC246558-med.png', 'large': '//xeno-canto.org/sounds/uploaded/WOPIRNCCSX/wave/XC246558-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,C,0:43,11:20,2015-03-01,2015-05-29,"['Eurillas latirostris', 'Pogoniulus bilineatus']",Habitat: primary evergreen forest.,no,no,no,,,no,,,44100
166362,Cercococcyx,olivinus,,birds,Olive Long-tailed Cuckoo,Sander Bot,Uganda,"Bwindi-Impenetrable National Park, Buhoma",-0.987,29.619,1500,song,,,field recording,//xeno-canto.org/166362,https://xeno-canto.org/166362/download,XC166362-OliveLongTailedCuckoo22Jan2014BuhomaBwindiNPUganda.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/HZKCNRIPRH/ffts/XC166362-small.png', 'med': '//xeno-canto.org/sounds/uploaded/HZKCNRIPRH/ffts/XC166362-med.png', 'large': '//xeno-canto.org/sounds/uploaded/HZKCNRIPRH/ffts/XC166362-large.png', 'full': '//xeno-canto.org/sounds/uploaded/HZKCNRIPRH/ffts/XC166362-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/HZKCNRIPRH/wave/XC166362-small.png', 'med': '//xeno-canto.org/sounds/uploaded/HZKCNRIPRH/wave/XC166362-med.png', 'large': '//xeno-canto.org/sounds/uploaded/HZKCNRIPRH/wave/XC166362-large.png'}",//creativecommons.org/licenses/by-nc-sa/3.0/,C,0:19,?,2014-01-22,2014-02-07,[],,yes,yes,no,,,no,,,44100
739503,Cercococcyx,montanus,,birds,Barred Long-tailed Cuckoo,Peter Boesman,Uganda,"Buhoma, Bwindi Impenetrable Forest",-0.989,29.616,,song,,,field recording,//xeno-canto.org/739503,https://xeno-canto.org/739503/download,XC739503-LS_51335 Barred Long-tailed Cuckoo song A.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC739503-small.png', 'med': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC739503-med.png', 'large': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC739503-large.png', 'full': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC739503-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/wave/XC739503-small.png', 'med': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/wave/XC739503-med.png', 'large': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/wave/XC739503-large.png'}",//creativecommons.org/licenses/by-nc-nd/4.0/,A,0:40,11:00,2022-06-26,2022-07-27,[],,unknown,unknown,unknown,,,no,,,48000
739502,Cercococcyx,montanus,,birds,Barred Long-tailed Cuckoo,Peter Boesman,Uganda,"Buhoma, Bwindi Impenetrable Forest",-0.989,29.616,,"call, song, song and call",,,field recording,//xeno-canto.org/739502,https://xeno-canto.org/739502/download,XC739502-LS_51334 Barred Long-tailed Cuckoo long call and song A.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC739502-small.png', 'med': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC739502-med.png', 'large': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC739502-large.png', 'full': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC739502-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/wave/XC739502-small.png', 'med': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/wave/XC739502-med.png', 'large': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/wave/XC739502-large.png'}",//creativecommons.org/licenses/by-nc-nd/4.0/,A,1:25,11:00,2022-06-26,2022-07-27,[],Long call and song,unknown,unknown,unknown,,,no,,,48000
544737,Cercococcyx,montanus,,birds,Barred Long-tailed Cuckoo,Magnus Wadstein,Uganda,"Bwindi Impenetrable National Park, Kabale, Western Region",-1.0516,29.7783,2300,song,,,field recording,//xeno-canto.org/544737,https://xeno-canto.org/544737/download,XC544737-200304_0505 B long-tailed.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/CQARALZBNN/ffts/XC544737-small.png', 'med': '//xeno-canto.org/sounds/uploaded/CQARALZBNN/ffts/XC544737-med.png', 'large': '//xeno-canto.org/sounds/uploaded/CQARALZBNN/ffts/XC544737-large.png', 'full': '//xeno-canto.org/sounds/uploaded/CQARALZBNN/ffts/XC544737-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/CQARALZBNN/wave/XC544737-small.png', 'med': '//xeno-canto.org/sounds/uploaded/CQARALZBNN/wave/XC544737-med.png', 'large': '//xeno-canto.org/sounds/uploaded/CQARALZBNN/wave/XC544737-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:38,10:00,2020-03-04,2020-04-12,[],,yes,yes,no,,,no,,,44100
544736,Cercococcyx,montanus,,birds,Barred Long-tailed Cuckoo,Magnus Wadstein,Uganda,"Bwindi Impenetrable National Park, Kabale, Western Region",-1.0516,29.7783,2300,song,,,field recording,//xeno-canto.org/544736,https://xeno-canto.org/544736/download,XC544736-200304_0504 B long-tailed Cockoo Fydu.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/CQARALZBNN/ffts/XC544736-small.png', 'med': '//xeno-canto.org/sounds/uploaded/CQARALZBNN/ffts/XC544736-med.png', 'large': '//xeno-canto.org/sounds/uploaded/CQARALZBNN/ffts/XC544736-large.png', 'full': '//xeno-canto.org/sounds/uploaded/CQARALZBNN/ffts/XC544736-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/CQARALZBNN/wave/XC544736-small.png', 'med': '//xeno-canto.org/sounds/uploaded/CQARALZBNN/wave/XC544736-med.png', 'large': '//xeno-canto.org/sounds/uploaded/CQARALZBNN/wave/XC544736-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:52,10:00,2020-03-04,2020-04-12,['Eurillas latirostris'],,yes,yes,no,,,no,,,44100
215208,Cercococcyx,montanus,montanus,birds,Barred Long-tailed Cuckoo,Keith Blomerley,Uganda,"Ruhija, Bwindi Impenetrable Forest, Kisoro, Western Region",-1.062,29.7865,2400,song,,,field recording,//xeno-canto.org/215208,https://xeno-canto.org/215208/download,XC215208-barredlongtailedcuckoo.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/QQQGKJQCCM/ffts/XC215208-small.png', 'med': '//xeno-canto.org/sounds/uploaded/QQQGKJQCCM/ffts/XC215208-med.png', 'large': '//xeno-canto.org/sounds/uploaded/QQQGKJQCCM/ffts/XC215208-large.png', 'full': '//xeno-canto.org/sounds/uploaded/QQQGKJQCCM/ffts/XC215208-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/QQQGKJQCCM/wave/XC215208-small.png', 'med': '//xeno-canto.org/sounds/uploaded/QQQGKJQCCM/wave/XC215208-med.png', 'large': '//xeno-canto.org/sounds/uploaded/QQQGKJQCCM/wave/XC215208-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:14,10:30,2002-08-23,2015-03-01,[],Singing from mid-canopy in a tree.,yes,yes,no,,,no,,,44100
157018,Cercococcyx,montanus,,birds,Barred Long-tailed Cuckoo,Hans Groot,Uganda,"Mubwindi trail, Ruhija, Bwindi Impenetrable Forest",-1.07,29.763,2200,song,,,field recording,//xeno-canto.org/157018,https://xeno-canto.org/157018/download,XC157018-Barred Long-tailed Cuckoo Ruhija best 170213.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/OTVUCEGYZN/ffts/XC157018-small.png', 'med': '//xeno-canto.org/sounds/uploaded/OTVUCEGYZN/ffts/XC157018-med.png', 'large': '//xeno-canto.org/sounds/uploaded/OTVUCEGYZN/ffts/XC157018-large.png', 'full': '//xeno-canto.org/sounds/uploaded/OTVUCEGYZN/ffts/XC157018-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/OTVUCEGYZN/wave/XC157018-small.png', 'med': '//xeno-canto.org/sounds/uploaded/OTVUCEGYZN/wave/XC157018-med.png', 'large': '//xeno-canto.org/sounds/uploaded/OTVUCEGYZN/wave/XC157018-large.png'}",//creativecommons.org/licenses/by-nc-sa/3.0/,A,0:14,08:15,2013-02-17,2013-12-07,[],,yes,yes,no,,,no,,,44100
